OBJECTID,crossing,Outlet_Water_Depth,Culvert_Shape,Circular?,bankfull_width,county,crossing_type,culvert_count,culvert_material,DRNAREA_SQ_Miles,headwater,Height_rise_P1,Pipe_length_P1,road_path_,scour_pool,scour_pool_depth,scour_pool_length,scour_pool_width,total_span,Width_Span_P1,Constriction_Ratio,x,y,Corrugated Metal?,Culvert_material_Thalweg,Concrete?,Pipe_length_Thalweg,Width_Span_Thalweg,Height_rise_Thalweg,Culvert_Slope,inlet_invert_Thalweg,outlet_invert_Thalweg
12,1210200CU011,0,Pipe Arch,N ,3,Cass,Culvert,1,Concrete,1.17,N/A,2,55,Cass County CSAH35,No,0,0,0,3,3,1,-94.58069525,46.38937027,N,Concrete,Y,55,3,2,0.272727273,8.91,9.06
357,1212200CU007,0.01,Pipe Arch,N ,1,Cass,Culvert,1,Concrete,0.46,8.15,2.5,58,Cass County CR114,Yes,1,6,4,3,3,3,-94.40481155,46.63135485,N,Concrete,Y,58,3,2.5,0.3793,8.2,8.42
105,1213502CU001,0.2,Pipe Arch,N ,5,Crow Wing,Culvert,1,Concrete,0.73,8.7,3,60,Crow Wing County UT71,No,0,0,0,5,5,1,-94.27579263,46.37297297,N,Concrete,Y,60,5,3,0.683333333,8.72,9.13
520,11-0128B,0.3,Pipe Arch,N ,5.5,,Culvert,1,concrete,1.32,13.39,3,120,,Yes,1.03,,N/A,3,3,0.545454545,-94.433353,46.33751,N,Concrete,Y,120,3,3,3.3167,13.8,17.78
369,11-0148,0.6,Pipe Arch,N ,13.03,Cass,Culvert,1,concrete,3.56,10.21,4.6,77,MN64,Yes,4,10,10,4.6,4.6,0.353031466,-94.643436,46.381081,N,Concrete,Y,77,4.6,4.6,0.6494,11.11,11.61
447,1210200CU009,0.76,Pipe Arch,N ,19.7,Cass,Culvert,1,Concrete,23.37,11.4,6.6,80,Cass County T1024,Yes,3,30,25,10,10,0.507614213,-94.50888255,46.32565285,N,Concrete,Y,80,10,6.6,N/A,N/A,N/A
9,1210302CU002,0.8,Pipe Arch,N ,5,Cass,Culvert,1,Concrete,2.61,11.11,3.5,90,Cass County CSAH1,No,0,0,0,5,5,1,-94.48144956,46.38602932,N,Concrete,Y,90,5,3.5,-0.422222222,12.59,12.21
78,1212300CU006,0.8,Pipe Arch,N ,5,Cass,Culvert,1,Concrete,1.47,9.86,3,67,Cass County T187,No,0,0,0,5,5,1,-94.35311024,46.61683722,N,Concrete,Y,67,5,3,0.134328358,10.51,10.6
385,1211900CU003,1,Pipe Arch,N ,7.1,Cass,Culvert,2,Concrete,6.44,10.51,3,71,MN64,Yes,3,12,24,10,5,0.704225352,-94.69712201,46.6055104,N,Concrete,Y,71,5,3,0.183098592,11.59,11.72
221,1212300CU005,1.2,Pipe Arch,N ,7.8,Cass,Culvert,1,Concrete,2.92,9.37,4,84,Cass County T75,Yes,0,0,8,4,4,0.512820513,-94.35508703,46.60953332,N,Concrete,Y,84,4,4,0.2857,10.38,10.62
99,1212704CU001,1.2,Pipe Arch,N ,25,Crow Wing,Culvert,1,Concrete,19.81,13.84,6,32,Nisswa M19,No,0,0,0,8,8,0.32,-94.278879,46.51098486,N,Concrete,Y,32,8,6,0.0937,15,15.03
363,1212000CU006,1.38,Pipe Arch,N ,6.1,Cass,Culvert,1,Concrete,1.62,9.05,3,85,Cass County CSAH17,Yes,1,8,8,5,5,0.819672131,-94.40541631,46.6020081,N,Concrete,Y,85,5,3,0.317647059,10.13,10.4
431,1213400CU001,1.46,Pipe Arch,N ,21,Crow Wing,Culvert,4,Concrete,32.85,6.84,2,70,Crow Wing County CR127,Yes,1,20,15,8,2,0.095238095,-94.24298772,46.4549475,N,Concrete,Y,70,2,2,-0.8286,9.02,8.44
396,1212200CU006,1.5,Pipe Arch,N ,6,Cass,Culvert,1,Concrete,0.04,9.77,2.7,90,Cass County CSAH1,Yes,1,15,10,6,6,1,-94.41047966,46.63181628,N,Concrete,Y,90,6,2.7,0.377777778,10.99,11.33
100,1213300CU003,1.9,Pipe Arch,N ,7.5,Crow Wing,Culvert,1,Concrete,8.66,12.35,3.3,100,Crow Wing County CSAH4,No,0,0,0,6,6,0.8,-94.1730533,46.48241484,N,Concrete,Y,100,6,3.3,1.15,13.24,14.39
442,1212500CU005,2.25,Pipe Arch,N ,6.9,Cass,Culvert,1,Concrete,0.12,9.74,5,85,Cass County CSAH1,Yes,2,25,20,7,7,1.014492754,-94.45508115,46.50300407,N,Concrete,Y,85,7,5,0.105882353,11.92,12.01
98,1212704CU003,2.3,Pipe Arch,N ,15,Crow Wing,Culvert,3,Concrete,6.66,10.37,1.2,96,Crow Wing County CSAH13,No,0,0,0,7.6,1.8,0.12,-94.2590896,46.50153502,N,Concrete,Y,96,4,4,0.2083,12.38,12.58
503,11-0152,2.55,Pipe Arch,N ,10,Cass,Culvert,1,concrete,0.22,8.78,2.5,70,MN64,No,,,N/A,3.8,3.8,0.38,-94.649231,46.406463,N,Concrete,Y,70,3.8,2.5,0.3143,11.1,11.32
427,1210900CU001,2.8,Pipe Arch,N ,10,Cass,Culvert,1,Concrete,11.12,N/A,5.5,95,Cass County CSAH1,Yes,4,20,15,10,10,1,-94.45531476,46.44336455,N,Concrete,Y,95,8,5.5,0.189473684,13.93,14.11
466,1209900CU003,3,Pipe Arch,N ,24.3,Cass,Culvert,1,Concrete,47.26,15.39,8,100,Cass County CSAH32,Yes,1,40,30,12,12,0.49382716,-94.76075835,46.40223044,N,Concrete,Y,100,12,8,0.25,18.13,18.38
388,11-0112,3.4,Pipe Arch,N ,9.1,Cass,Culvert,1,concrete,1.67,18.78,4,125,MN210,Yes,3,15,10,6,6,0.659340659,-94.585667,46.340527,N,Concrete,Y,125,6,4,0.672,21.35,22.19
454,1200100CU010,4.7,Pipe Arch,N ,14.4,Hubbard,Culvert,2,Concrete,18.97,8.18,6,175,MN64,Yes,0,30,20,16,8,0.555555556,-94.70368899,46.80398516,N,Concrete,Y,175,6,8,-0.068571429,13.27,13.15
236,1201100CU001,N/A,Pipe Arch,N ,14,Hubbard,Culvert,1,Concrete,26.02,N/A,5,60,Hubbard County CR89,Yes,0,0,0,7,7,0.5,-95.09853189,47.05811584,N,Concrete,Y,60,7,5,N/A,N/A,N/A
235,1202600CU001,N/A,Pipe Arch,N ,25,Hubbard,Culvert,2,Concrete,154.63,N/A,8,160,US71,Yes,0,0,0,20,10,0.4,-95.11325773,47.03806783,N,Concrete,Y,160,10,8,N/A,N/A,N/A
230,1203001CU001,N/A,Pipe Arch,N ,45,Hubbard,Culvert,1,Concrete,52.32,N/A,9,65,Hubbard County CR115,Yes,0,0,0,14,14,0.311111111,-95.12063116,46.87967352,N,Concrete,Y,65,14,9,N/A,N/A,N/A
232,1203001CU005,N/A,Pipe Arch,N ,28,Hubbard,Culvert,1,Concrete,58.59,N/A,9,35,Hubbard County T21,Yes,0,0,0,14,14,0.5,-95.07942302,46.8750069,N,Concrete,Y,35,14,9,N/A,N/A,N/A
231,1203001CU006,N/A,Pipe Arch,N ,28,Hubbard,Culvert,2,Concrete,58.03,N/A,9,50,Hubbard County T348,Yes,0,0,0,23,13,0.464285714,-95.09938102,46.87633035,N,Concrete,Y,50,10,6,N/A,N/A,N/A
193,1203300CU001,N/A,Pipe Arch,N ,30,Wadena,Culvert,2,Concrete,41.5,N/A,7.5,95,Wadena County CSAH16,No,0,0,0,23,11.5,0.383333333,-95.14869344,46.78314438,N,Concrete,Y,75,10,6,N/A,N/A,N/A
127,1203300CU002,N/A,Pipe Arch,N ,18,Becker,Culvert,2,Concrete,36.42,N/A,5.5,45,Becker County T185,No,0,0,0,14,7,0.388888889,-95.18479866,46.80226762,N,Concrete,Y,45,7,5.5,N/A,N/A,N/A
192,1203300CU005,N/A,Pipe Arch,N ,24,Wadena,Culvert,2,Concrete,40.38,N/A,9,45,Wadena County T144,No,0,0,0,28,14,0.583333333,-95.15649591,46.79777223,N,Concrete,Y,45,12,8,N/A,N/A,N/A
168,1204700CU001,N/A,Pipe Arch,N ,26,Wadena,Culvert,3,Concrete,90.59,N/A,8,65,Wadena County CSAH29,No,0,0,0,36,12,0.461538462,-94.84156098,46.41714698,N,Concrete,Y,150,10,4,0.533333333,14.52,15.32
265,1205400CU001,N/A,Pipe Arch,N ,15,Becker,Culvert,1,Corrugated Metal Pipe,31.42,N/A,9,30,Becker County T1389,Yes,0,0,0,12,15,1,-95.21693612,47.0560014,N,Concrete,Y,80,6,4.5,N/A,N/A,N/A
270,1205700CU001,N/A,Pipe Arch,N ,24,Becker,Culvert,1,Concrete,107.93,N/A,4,65,Becker County T22,Yes,0,0,0,11,11,0.458333333,-95.20191173,47.04160912,N,Concrete,Y,55,10,6,N/A,N/A,N/A
268,1205700CU002,N/A,Pipe Arch,N ,20,Becker,Culvert,1,Concrete,107.25,N/A,6,55,Becker County CSAH44,Yes,0,0,0,10,10,0.5,-95.21417499,47.05085198,N,Concrete,Y,85,4,4,N/A,N/A,N/A
253,1206800CU002,N/A,Pipe Arch,N ,22,Becker,Culvert,2,Concrete,40.28,N/A,7,30,Becker County T1175,Yes,0,0,0,22,11,0.5,-95.16338239,46.77737279,N,Concrete,Y,30,11,7,N/A,N/A,N/A
251,1206800CU003,N/A,Pipe Arch,N ,14.9,Becker,Culvert,1,Concrete,24.28,N/A,8,50,Becker County CSAH47,Yes,0,0,0,12.5,12.5,0.838926174,-95.2584077,46.7428427,N,Concrete,Y,50,12.5,8,N/A,N/A,N/A
125,1206800CU005,N/A,Pipe Arch,N ,16,Becker,Culvert,2,Concrete,31.93,N/A,7.5,45,Becker County CR119,No,0,0,0,23,11.5,0.71875,-95.20390134,46.76511397,N,Concrete,Y,45,11.5,7.5,N/A,N/A,N/A
170,1208000CU003,N/A,Pipe Arch,N ,7,Wadena,Culvert,1,Corrugated Metal Pipe,5.48,N/A,4.5,50,Wadena County CSAH7,No,0,0,0,7,7,1,-94.80091973,46.58525579,N,Concrete,Y,82,12,6,0.219512195,15.5,15.68
216,1208200CU001,N/A,Pipe Arch,N ,36,Wadena,Culvert,2,Concrete,52.62,N/A,8,85,Wadena County CSAH30,Yes,0,0,0,24,12,0.333333333,-94.79316643,46.50732337,N,Concrete,Y,85,12,8,N/A,N/A,N/A
203,1208600CU001,N/A,Pipe Arch,N ,16,Wadena,Culvert,2,Concrete,52.94,N/A,8,80,Wadena County CSAH26,No,0,0,0,20,10,0.625,-94.88483984,46.62931135,N,Concrete,Y,50,4,4,N/A,N/A,N/A
205,1209701CU001,N/A,Pipe Arch,N ,,Wadena,Culvert,1,Concrete,1.04,N/A,2.5,80,Wadena County CSAH23,No,0,0,0,4,4,NA,-95.01568208,46.74609228,N,Concrete,Y,70,4,3,N/A,N/A,N/A
85,1212700CU001,N/A,Pipe Arch,N ,40,Cass,Culvert,1,Concrete,58.37,N/A,0,188,Cass County CSAH29,No,0,0,0,12,12,0.3,-94.34271516,46.54007725,N,Concrete,Y,188,12,0,N/A,N/A,N/A
243,29-0053,N/A,Pipe Arch,N ,45,Hubbard,Culvert,2,Concrete,56.32,N/A,7,45,Hubbard County T123,Yes,0,0,0,20,10,0.222222222,-94.89262364,46.91030428,N,Concrete,Y,45,10,7,N/A,N/A,N/A
58,1207800CU007,0.05,Pipe Arch,N ,12.6,Cass,Culvert,2,Corrugated Metal Pipe,4.13,14.1,6.6,90,Cass County CSAH20,No,0,0,0,20,10,0.793650794,-94.74424587,46.66738958,Y,Corrugated Metal,N,90,10,6.6,-0.6,14.86,14.32
436,1209700CU004,1,Pipe Arch,N ,16.1,Wadena,Culvert,1,Smooth_Metal_Pipe,12.84,8.85,3,74,Wadena County CSAH15,Yes,1,20,15,6.7,6.7,0.416149068,-94.96670116,46.71486137,Y,Corrugated Metal,N,40,3.5,2.5,0.027,N/A,N/A
551,18-0084B,1.3,Pipe Arch,N ,9.5,,Culvert,1,Corrugated Metal Pipe,5.56,8.12,4,21,,No,,,N/A,6,6,0.631578947,-94.2655023,46.59102933,Y,Corrugated Metal,N,21,6,4,1.714285714,9.27,9.63
377,1206100CU002,1.4,Pipe Arch,N ,11.5,Becker,Culvert,1,Corrugated Metal Pipe,17.91,13.19,4,70,Becker County CR124,Yes,2,10,30,6,6,0.52173913,-95.4104633,46.97736774,Y,Corrugated Metal,N,70,6,4,0.2857,15.12,15.32
495,1210100CU004,1.5,Pipe Arch,N ,22.6,Cass,Culvert,1,Corrugated Metal Pipe,41.87,17.37,10,60,Cass County CSAH34,Yes,0,80,30,14,14,0.619469027,-94.62815526,46.39847891,Y,Corrugated Metal,N,60,14,10,0.066666667,18.79,18.83
432,1206100CU003,1.6,Pipe Arch,N ,17.1,Becker,Culvert,1,Corrugated Metal Pipe,18,13,4,79,Becker County CR129,Yes,6,20,25,4,8,0.467836257,-95.41241703,46.97386822,Y,Corrugated Metal,N,79,8,4,0.1519,14.47,14.59
96,1213001CU001,1.6,Pipe Arch,N ,12.5,Crow Wing,Culvert,1,Corrugated Metal Pipe,13.69,9.37,5.4,53,Crow Wing County T1274,No,0,0,0,10,10,0.8,-94.24956625,46.56044372,Y,Corrugated Metal,N,53,10,5.4,-0.509433962,11.3,11.03
48,1211800CU002,1.86,Pipe Arch,N ,10,Cass,Culvert,1,Corrugated Metal Pipe,1.67,11.49,5.6,60,Cass County T129,No,0,0,0,8,8,0.8,-94.71775945,46.58664527,Y,Corrugated Metal,N,60,8,5.6,0.8,13.36,13.84
242,1200500CU001,N/A,Pipe Arch,N ,21.9,Hubbard,Culvert,1,Corrugated Metal Pipe,39.3,N/A,10,55,Hubbard County CR119,Yes,0,0,0,14,14,0.639269406,-94.81025918,46.94977397,Y,Corrugated Metal,N,55,14,10,N/A,N/A,N/A
115,1200902CU003,N/A,Pipe Arch,N ,18,Hubbard,Culvert,1,Corrugated Metal Pipe,31.28,N/A,6,65,Hubbard County CSAH24,No,0,0,0,12,8,0.444444444,-94.91695372,47.05004361,Y,Corrugated Metal,N,65,8,6,N/A,N/A,N/A
114,1201500CU001,N/A,Pipe Arch,N ,24,Hubbard,Culvert,1,Corrugated Metal Pipe,48.74,N/A,7.5,40,Hubbard County CSAH40,No,0,0,0,12,12,0.5,-94.94857505,47.01313181,Y,Corrugated Metal,N,40,12,7.5,N/A,N/A,N/A
261,1203100CU007,N/A,Pipe Arch,N ,20,Becker,Culvert,1,Corrugated Metal Pipe,81.49,N/A,8,45,Becker County CSAH47,Yes,0,0,0,10,10,0.5,-95.26852087,46.89857304,Y,Corrugated Metal,N,45,10,8,N/A,N/A,N/A
191,1203100CU015,N/A,Pipe Arch,N ,24,Wadena,Culvert,2,Concrete,112.87,N/A,6,35,US71,No,0,0,0,20,10,0.416666667,-95.10807587,46.79069496,Y,Corrugated Metal,N,41,6,6,0.731707317,10.86,11.16
259,1203100CU017,N/A,Pipe Arch,N ,28,Becker,Culvert,4,Corrugated Metal Pipe,72.99,N/A,6.6,55,Becker County T769,Yes,0,0,0,33.3,9.75,0.348214286,-95.31003088,46.93835043,Y,Corrugated Metal,N,55,9.75,6.6,N/A,N/A,N/A
258,1203100CU018,N/A,Pipe Arch,N ,28,Becker,Culvert,4,Corrugated Metal Pipe,59.61,N/A,6.6,45,RAMP,Yes,0,0,0,33.3,9.75,0.348214286,-95.33178059,46.9486238,Y,Corrugated Metal,N,45,9.75,6.6,N/A,N/A,N/A
257,1203100CU019,N/A,Pipe Arch,N ,28,Becker,Culvert,4,Corrugated Metal Pipe,59.96,N/A,6.6,45,RAMP,Yes,0,0,0,33.3,9.75,0.348214286,-95.33120967,46.94792561,Y,Corrugated Metal,N,45,9.75,6.6,N/A,N/A,N/A
139,1203300CU003,N/A,Pipe Arch,N ,30,Becker,Culvert,2,Concrete,40.05,N/A,7,40,Wadena County CR156,No,0,0,0,24,12,0.4,-95.16308123,46.80066171,Y,Corrugated Metal,N,20,0,0,-4.2,11.29,10.45
289,1204600CU001,N/A,Pipe Arch,N ,6,Wadena,Culvert,1,Concrete,3.5,N/A,4,90,Wadena County CSAH2,Yes,0,0,0,6,6,1,-94.8335011,46.39026712,Y,Corrugated Metal,N,60,4,4,-5.133333333,16.18,13.1
166,1204700CU002,N/A,Pipe Arch,N ,50,Wadena,Culvert,3,Concrete,81.54,N/A,8,55,Aldrich M5,No,0,0,0,37.5,12.5,0.25,-94.94272319,46.37435263,Y,Corrugated Metal,N,90,4,4,0.077777778,15.35,15.42
167,1204700CU003,N/A,Pipe Arch,N ,33,Wadena,Culvert,3,Concrete,87.18,N/A,8,80,Wadena County CR124,No,0,0,0,36,12,0.363636364,-94.86302766,46.40536755,Y,Corrugated Metal,N,50,4,4,-0.9,19.07,18.62
285,1206600CU001,N/A,Pipe Arch,N ,12,Becker,Culvert,1,Concrete,15.38,N/A,7,60,Becker County CR125,Yes,0,0,0,10,10,0.833333333,-95.20506542,46.80645454,Y,Corrugated Metal,N,20,8,6,N/A,N/A,N/A
183,1207200CU002,N/A,Pipe Arch,N ,7.5,Wadena,Culvert,1,Corrugated Metal Pipe,19.13,N/A,4,35,Wadena County CR145,No,0,0,0,6,6,0.8,-94.88715287,46.70252563,Y,Corrugated Metal,N,70,4,4,N/A,N/A,N/A
310,1207300CU002,N/A,Pipe Arch,N ,5.5,Wadena,Culvert,1,Corrugated Metal Pipe,11.5,N/A,4,40,Wadena County CR145,Yes,0,0,0,6,6,1.090909091,-94.87016678,46.69514279,Y,Corrugated Metal,N,50,7,4.5,N/A,N/A,N/A
337,1207300CU007,N/A,Pipe Arch,N ,4,Wadena,Culvert,1,Corrugated Metal Pipe,1.41,N/A,3,35,Wadena County CR154,Yes,0,0,0,4,4,1,-94.84071804,46.73180716,Y,Corrugated Metal,N,65,3.5,2.5,N/A,N/A,N/A
182,1207300CU008,N/A,Pipe Arch,N ,5,Wadena,Culvert,1,Corrugated Metal Pipe,5.53,N/A,3,40,Wadena County T106,No,0,0,0,4,4,0.8,-94.81750084,46.73186783,Y,Corrugated Metal,N,115,6,6,N/A,N/A,N/A
199,1208800CU006,N/A,Pipe Arch,N ,16,Wadena,Culvert,2,Concrete,33.2,N/A,6,90,Wadena County CSAH23,No,0,0,0,16,8,0.5,-95.01691784,46.67497341,Y,Corrugated Metal,N,35,3,3,N/A,N/A,N/A
200,1208800CU007,N/A,Pipe Arch,N ,15,Wadena,Culvert,2,Concrete,38.44,N/A,6,55,Wadena County T100,No,0,0,0,16,8,0.533333333,-94.99111767,46.65894758,Y,Corrugated Metal,N,55,5,5,N/A,N/A,N/A
206,1209400CU004,N/A,Pipe Arch,N ,8,Wadena,Culvert,1,Corrugated Metal Pipe,2.6,N/A,3.5,40,Wadena County CR145,No,0,0,0,5,5,0.625,-94.85717754,46.67365247,Y,Corrugated Metal,N,120,4,4,N/A,N/A,N/A
187,1209700CU001,N/A,Pipe Arch,N ,8,Wadena,Culvert,1,Concrete,12.54,N/A,3,70,Wadena County CSAH15,No,0,0,0,4,4,0.5,-94.966772,46.71786383,Y,Corrugated Metal,N,50,3,3,N/A,N/A,N/A
512,49-0234,0.64,Pipe Arch,N ,9.2,,Culvert,1,concrete,0.51,14.73,5.23,94,,No,,,N/A,10,10,1.086956522,-94.483991,46.311115,N/A,N/A,N/A,50,,,N/A,N/A,N/A
410,1204800CU010,0.7,Pipe Arch,N ,8.8,Todd,Culvert,1,Corrugated Metal Pipe,2.83,11.95,4,71,Todd County CR75,Yes,1,18,15,10,10,1.136363636,-95.02081313,46.19994991,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
151,1204900CU002,1.4,Pipe Arch,N ,11.3,Todd,Culvert,2,Concrete,6.38,9.58,3.3,90,Todd County CR77,No,0,0,0,10,5,0.442477876,-94.99422423,46.32529473,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
156,1205000CU005,1.4,Pipe Arch,N ,13.9,Todd,Culvert,2,Concrete,18.28,13.27,7.2,53,Todd County T325,No,0,0,0,20,10,0.71942446,-95.03153254,46.29636872,N/A,N/A,N/A,40,3.7,3.7,N/A,N/A,N/A
177,1200100CU001,N/A,Pipe Arch,N ,12,Wadena,Culvert,2,Corrugated Metal Pipe,47.99,N/A,8,70,Wadena County T95,No,0,0,0,24,12,1,-94.80773638,46.71023287,N/A,N/A,N/A,45,,,N/A,N/A,N/A
283,1203100CU010,N/A,Pipe Arch,N ,20,Becker,Culvert,2,Corrugated Metal Pipe,86.41,N/A,6,20,Becker County T85,Yes,0,0,0,16,8,0.4,-95.22501487,46.8768244,N/A,N/A,N/A,85,7,4.5,N/A,N/A,N/A
194,1203300CU004,N/A,Pipe Arch,N ,18,Wadena,Culvert,2,Concrete,41.89,N/A,7.5,70,Wadena County T237,No,0,0,0,22.5,11.5,0.638888889,-95.14389003,46.77624554,N/A,N/A,N/A,40,,,N/A,N/A,N/A
135,1205700CU007,N/A,Pipe Arch,N ,24,Becker,Culvert,1,Concrete,75.04,N/A,4.5,80,Becker County CSAH44,No,0,0,0,6,6,0.25,-95.24422808,47.0506537,N/A,N/A,N/A,10,,,N/A,N/A,N/A
172,1207600CU002,N/A,Pipe Arch,N ,8,Wadena,Culvert,1,Concrete,8.64,N/A,8,45,Wadena County CR139,No,0,0,0,12,12,1.5,-94.84489827,46.63014967,N/A,N/A,N/A,12,,,N/A,N/A,N/A
298,1207800CU002,N/A,Pipe Arch,N ,14,Wadena,Culvert,2,Concrete,19.48,N/A,5,45,Wadena County CR139,Yes,0,0,0,16,8,0.571428571,-94.82317878,46.61557201,N/A,N/A,N/A,30,,,N/A,N/A,N/A
296,1207900CU003,N/A,Pipe Arch,N ,5,Wadena,Culvert,1,Corrugated Metal Pipe,3.81,N/A,3.5,50,Wadena County CR140,Yes,0,0,0,5,5,1,-94.8013132,46.63011948,N/A,N/A,N/A,112,10,6,-0.410714286,13.75,13.29
297,1207900CU004,N/A,Pipe Arch,N ,6,Wadena,Culvert,1,Corrugated Metal Pipe,4.53,N/A,3,40,Wadena County CR139,Yes,0,0,0,5,5,0.833333333,-94.81446592,46.61536704,N/A,N/A,N/A,71,4,4,0.23943662,10.51,10.68
301,1208000CU002,N/A,Pipe Arch,N ,5,Wadena,Culvert,1,Corrugated Metal Pipe,3.33,N/A,4,40,Cass County CR110,Yes,0,0,0,6,6,1.2,-94.7804499,46.61555863,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
300,1208400CU003,N/A,Pipe Arch,N ,4,Wadena,Culvert,1,Corrugated Metal Pipe,3.95,N/A,2.5,40,Wadena County CR138,Yes,0,0,0,3.5,3.5,0.875,-94.84314549,46.59308972,N/A,N/A,N/A,18,,,N/A,N/A,N/A
174,1209200CU002,N/A,Pipe Arch,N ,10,Wadena,Culvert,1,Concrete,10.36,N/A,5,80,Wadena County CSAH14,No,0,0,0,8,8,0.8,-94.88496644,46.64845579,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
305,1209400CU001,N/A,Pipe Arch,N ,16,Wadena,Culvert,2,Concrete,62.95,N/A,8,60,Wadena County T79,Yes,0,0,0,24,12,0.75,-94.84649175,46.67364049,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
175,1209400CU002,N/A,Pipe Arch,N ,12,Wadena,Culvert,2,Concrete,63.03,N/A,8,110,Wadena County CSAH18,No,0,0,0,24,12,1,-94.84939701,46.67141846,N/A,N/A,N/A,120,,,N/A,N/A,N/A
675,49-0235B,N/A,Pipe Arch,N ,5,,Culvert,,,0.42,N/A,,15,,Yes,,,N/A,,,NA,-94.502843,46.302532,N/A,N/A,N/A,0,,,N/A,N/A,N/A
391,1211800CU003,3.34,Pipe Arch,N ,18,,Culvert,1,metal,19.74,12.8,7.4,74,,Yes,6,15,20,8,8,0.444444444,-94.73280945,46.58660286,N,Smooth_Metal_Pipe,N ,74,8,7.4,0.7838,15.79,16.37
334,1209600CU001,N/A,Pipe Arch,N ,6,Wadena,Culvert,1,Concrete,4.79,N/A,2.5,70,Wadena County CSAH15,Yes,0,0,0,3,3,0.5,-94.95578493,46.71780967,N,Smooth_Metal_Pipe,N ,74,6.7,3,0.027027027,9.85,9.87
498,11-0120,1.35,rectangle,N ,15.98,Cass,Culvert,2,concrete,16.25,15.66,10,32,MN210,No,,,N/A,23.2,11.6,0.725907384,-94.501956,46.340259,N,Concrete,Y,32,11.6,10,0.3125,17.73,17.83
443,18-0093,1.6,rectangle,N ,26,,Culvert,1,concrete,21.04,13.62,6,200,,Yes,2,25,25,8,8,0.307692308,-94.2866833,46.5135927,N,Concrete,Y,200,8,6,0.34,16.01,16.69
522,11-0191,2.1,rectangle,N ,9,Cass,Culvert,2,concrete,2.35,12.37,6,56,MN64,No,,,N/A,12,6,0.666666667,-94.654196,46.453844,N,Concrete,Y,56,6,6,0.375,14.56,14.77
515,77-0272,2.99,rectangle,N ,14.2,,Culvert,2,concrete,13.98,12.23,6,82,,No,,,N/A,24,12,0.845070423,-95.033357,46.28178,N,Concrete,Y,68,10,5.8,0.441176471,13.08,13.38
477,11-0135,3.41,rectangle,N ,19.62,Cass,Culvert,2,concrete,19.68,10.62,10,50,MN210,Yes,6,50,20,20,10,0.509683996,-94.546233,46.340298,N,Concrete,Y,50,10,10,0.48,5.34,5.58
428,11-0591,3.49,rectangle,N ,21.2,,Culvert,1,concrete,24.05,11.76,6,83,,Yes,6,20,12,12,12,0.566037736,-94.5067918,46.3205563,N,Concrete,Y,83,12,6,0.8,14.18,14.34
471,3-0196,3.6,rectangle,N ,12.5,,Culvert,2,concrete,10.76,11.55,8,59,,Yes,4,40,40,20,10,0.8,-95.33720167,46.75985578,N,Concrete,Y,59,10,8,-0.169491525,16.34,16.24
516,77-0275,4.35,rectangle,N ,15,,Culvert,2,concrete,13.14,9.58,6,72,,No,,,N/A,28,14,0.933333333,-95.045583,46.252076,N,Concrete,Y,58,14,4,N/A,N/A,N/A
517,77-0276,5.18,rectangle,N ,15,,Culvert,2,concrete,12.65,7.48,6.4,66,,No,,,N/A,24,12,0.8,-95.052009,46.237551,N,Concrete,Y,74,10,5,0.054054054,12.35,12.39
508,11-0359,5.51,rectangle,N ,25.3,Cass,Culvert,2,concrete,33.45,8.3,6,51,Cass County CR107,No,,,N/A,28,14,0.553359684,-94.43343074,46.478792,N,Concrete,Y,51,14,6,-0.019607843,13.85,13.84
380,77-0265,1.22,rectangle,N ,11,,Culvert,1,concrete,4.06,17.31,6,86,,Yes,3,10,10,11,11,1,-94.778374,46.342861,Y,Corrugated Metal,N,60,5.5,3.7,-0.383333333,13.92,13.69
378,49-0235,0.31,rectangle,N ,5.9,,Culvert,1,concrete,0.44,10.27,3.8,73,,Yes,2,10,15,11.7,11.7,1.983050847,-94.500509,46.304286,N/A,N/A,N/A,30,,,1.1096,N/A,N/A
434,77-0274,3.24,rectangle,N ,13.9,,Culvert,2,concrete,13.67,10.9,5.5,84.5,,Yes,6,20,20,24,12,0.863309353,-95.037217,46.266599,N,Smooth_Metal_Pipe,N ,45,9.5,5.1,-0.022222222,12.25,12.24
352,11-0593,0.1,round,Y,1,,Culvert,1,concrete,0.6,9.45,2,50,,Yes,1.73,3,3,2,2,2,-94.4257478,46.3595154,N,Concrete,Y,50,2,2,1.8,10.04,11.59
550,18-0084,0.8,round,Y,10,,Culvert,1,concrete,5.7,10.77,6,20,,No,,,N/A,6,6,0.6,-94.2642905,46.58787004,N,Concrete,Y,20,6,6,-0.3,11.57,11.51
445,77-0270,0.8,round,Y,11.5,,Culvert,2,corrugated metal,5.87,7.51,3.85,25,,Yes,4,25,10,7.7,3.85,0.334782609,-95.048518,46.303759,N,Concrete,Y,90,5,3.3,1,10.68,11.04
549,18-0083,1.2,round,Y,9,Crow Wing,Culvert,1,concrete,3.86,N/A,4,160,Crow Wing County CSAH11,No,,,N/A,4,4,0.444444444,-94.27493006,46.60262642,N,Concrete,Y,160,4,4,N/A,N/A,N/A
